avg_value_idx,trial_idx,ss,choice,fixations
1.0,2,"[0.7640713404599824, 1.1321555171370505, 1.0820672892196257, 2.4104736262963975, -0.44403730900528915, 0.60519084147689]","[4, 1]","[2, 6, 6, 4, 5, 5, 5, 1, 1, 1, 1, 1, 1, 1, 1, 1, 4, 5, 5, 5, 5]"
1.2,2,"[-0.5972879804561451, 1.7422990254964692, 0.6683342122132843, 0.16937412093891124, 0.6712828685261653, 1.543512003263913]","[6, 2]","[1, 1, 1, 2, 4, 4, 4, 4, 3, 6, 6, 6, 6]"
1.4,2,"[1.5639061773332301, 2.1651213179582203, 1.6353147628039726, 1.7333023792595135, -0.49658631683962406, 1.448308405935551]","[3, 2]","[4, 4, 1, 1, 1, 1, 1, 2, 4, 6, 5, 5, 5, 5, 3, 3, 3]"
1.6,2,"[2.922707874574076, 1.7815817409626666, 0.9236125980095137, 4.0456282728475585, 2.2078994313701306, 1.6739382107697014]","[4, 5]","[6, 4, 2, 2, 2, 2, 2, 2, 2, 5, 5, 5, 5, 5, 5, 5]"
1.8,2,"[1.859115519149896, 1.606985329625738, 1.3665617719451773, 0.9862002920613088, 1.951652770667988, 2.0449658785057765]","[1, 2]","[3, 3, 2, 1, 1, 1, 1, 1, 1]"
2.0,2,"[0.732084020591893, 2.1841803084875644, 2.48151698000714, 4.112336487140765, 1.9847787648670698, 0.8276772322252002]","[3, 4]","[4, 2, 3, 3, 3]"
0.0,3,"[1.375284280988391, -0.2697578205843589, -0.02893308126708794, -0.8846735807872042, -0.5969719751216432, 0.2361668909100378]","[6, 1]","[1, 5, 5, 2, 6, 6, 6]"
0.2,3,"[-0.6059682021273178, -0.06635105272604114, -0.6425940687666098, 1.8543381905042633, 1.3479351313356058, 1.338689554971605]","[4, 6]","[1, 2, 2, 2, 5, 6, 6, 6, 6, 3, 3, 3, 3, 3, 3, 3, 3, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 6, 6, 6, 6, 6, 6, 6, 6]"
0.4,3,"[0.17231228527713588, 1.2482513249258016, -0.06772611302578402, 0.989480079367979, -0.13112743422157058, -0.9772539141038178]","[4, 3]","[2, 3, 3, 3, 5, 5, 4, 5, 5, 5, 5, 5, 6, 1, 1, 1]"
0.6,3,"[0.27376455411058104, 1.7503761934764954, 0.10916400792959208, 1.765467887106531, 1.318957466360263, 0.6478315129371439]","[5, 3]","[4, 4, 6, 2, 5, 1, 1, 1, 1, 3, 3, 3, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 1, 1, 1, 1]"
0.8,3,"[1.9486782587037006, 0.8592639111672928, -1.2904492415778044, -0.31232603810240955, 1.0934784054243796, 1.334490267688826]","[6, 5]","[5, 5, 1, 3, 6, 6, 6]"
1.0,3,"[0.5660823840910655, 1.4391284989894078, 1.8427649396568762, 0.5490259836483171, 0.024760311773977417, 1.196536798177049]","[3, 1]","[6, 4, 4, 5, 3, 1, 1, 2, 2, 2, 2, 2, 2, 2, 3, 3, 3]"
1.2,3,"[2.555083052840149, 1.0950559838274603, 0.341792881416386, 2.7072657616760387, -0.630097457427854, 0.5908968070459266]","[1, 4]","[3, 5, 6, 4, 4, 4, 2, 2, 2, 2, 2, 2, 1, 1]"
1.4,3,"[1.6748394682142098, 0.9667148888344173, 0.9705489755857426, 2.400078460497771, 1.1938255819724555, 0.22199506813924508]","[1, 5]","[3, 5, 5, 5, 5, 6, 6, 6, 1, 1, 3, 3]"
1.6,3,"[1.0407096876376167, -0.05111572624012317, 1.6848431080844888, 0.42328829175558225, 2.4620075213994803, 1.705505040510423]","[5, 6]","[1, 3, 6, 6, 5, 5]"
1.8,3,"[1.8669529341929958, 2.3592973154348913, 2.431105427470052, 2.7195936106745817, 2.7561466054785972, 0.13357026068664823]","[4, 5]","[5, 4]"
2.0,3,"[0.31737700061518215, 0.2951168140699707, 1.7811332966600355, 1.8306222198532274, 2.940470315267002, 1.5832053198046572]","[4, 3]","[5, 5, 5, 1, 1, 3, 4, 4, 4, 4, 4, 4, 4]"
0.0,4,"[-0.399531076552238, -0.7600067286150417, -0.0672211614039775, 0.37197872888288, -1.5546503690520306, 0.01661201811111786]","[5, 6]","[6, 6, 2, 5, 2, 2, 2, 2, 2, 4, 4, 4, 4, 4, 4, 4, 3, 3, 3, 3, 1, 1, 1, 1, 1, 1, 1, 1, 6, 6, 6, 6]"
0.2,4,"[0.3588276203062622, 0.5345452580596703, -1.8370671020997633, 1.2504330233946832, 1.5220855763983134, 0.23833728714808083]","[4, 5]","[2, 6, 6, 5, 5, 5, 5, 5, 5, 3, 4, 4, 4, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]"
0.4,4,"[0.8703589164322771, -0.6510684944689779, 1.1076119572560548, 0.9104273257569788, -0.3207328573872791, 0.6377364653266618]","[1, 3]","[5, 5, 4, 2, 2, 3, 1, 1, 1, 6, 6]"
0.6,4,"[2.1793452741044366, -0.09222444672057106, 0.658375664445172, 1.3208609230819277, 1.617813369973638, 0.7490097750958236]","[4, 1]","[4, 5, 6, 6, 6, 6, 6, 6, 6, 1, 1, 1, 4, 4, 4, 4, 4]"
0.8,4,"[1.4445613005544868, -1.6359768258184395, 0.44049349201011995, 0.5262742008438243, 2.5039951807230088, 0.4295921025803859]","[3, 4]","[2, 3, 1, 1, 1, 1, 4, 4, 4, 4, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 1, 1]"
1.0,4,"[0.6711687030887387, 0.5547474158318317, 2.2947162065786957, 0.6514331559966307, 1.6286073465124864, 0.24178252764351527]","[5, 3]","[6, 5, 3, 3, 3, 3]"
1.2,4,"[1.4180219091023192, 1.8900762439847851, -0.39733184258145626, -0.9282014730730233, 0.5783424988629392, 2.4209986687070826]","[1, 2]","[3, 4, 2, 2, 1, 1, 1, 1, 3, 3, 3]"
1.4,4,"[1.6618584032899935, 1.370261932905339, 1.415292345000847, 2.2569899611768784, 2.419909655101348, 0.27357290433524684]","[5, 2]","[1, 2, 2, 5, 5, 5, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2]"
1.6,4,"[0.6985992224325368, 1.3284646776043085, 1.199161239989728, 1.7911626938084864, 1.1880743612569515, 1.1149196691559753]","[1, 2]","[6, 2, 2, 1, 1, 1, 1, 1, 1]"
1.8,4,"[1.075474566751552, 1.0321574519976966, 2.517726981198093, 1.7510971999802467, 1.1557003320824502, 2.118612551303463]","[4, 3]","[4, 3, 3, 3, 3, 2, 2, 2, 2, 2, 2, 2, 2, 4, 4, 4, 4, 4, 4]"
2.0,4,"[1.6884273399959817, 1.351292660700171, -0.901303258473316, 3.249940172126829, 1.2916550644945346, 4.422419286625189]","[6, 4]","[2, 6, 4, 4, 4]"
0.0,5,"[0.6083352100300355, 1.8779624629142337, -1.9292741168798684, -0.15349319631630468, 0.8608495615912529, -0.6772144029960463]","[1, 2]","[5, 5, 3, 2, 4, 4, 1, 1, 1, 6]"
0.2,5,"[-1.8402715604064437, 0.5370226837538872, 0.49933680526011304, 2.2460259476246898, -0.6228481247089048, -1.7556213628229516]","[4, 2]","[6, 6, 6, 2, 1, 1, 5, 3, 3, 3, 3, 3, 3, 4, 4, 4, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]"
0.4,5,"[0.36139273346767337, -0.3753507992595455, 2.411767091659973, 0.4098695111580792, 1.560126840000403, -1.3347598457938714]","[1, 2]","[2, 1, 1, 1, 1, 1]"
0.6,5,"[0.8336567128703753, 1.3988446418339038, -1.457444080353273, -0.5123813739322868, 1.5950390594182304, 1.6289967001652115]","[2, 6]","[4, 4, 2, 2, 6, 6, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 2, 2, 2]"
0.8,5,"[1.9207991481726536, 1.174389104012997, 1.9765683282860314, -1.060883330154922, 0.21461561141088503, -0.3912369263797022]","[1, 2]","[4, 2, 1, 1, 1, 1, 1, 1]"
1.0,5,"[0.5769332030131392, 0.21261674083549298, -0.06375988970552537, 2.1236007624015842, 1.3302826598447026, 0.07114489969716753]","[4, 3]","[2, 2, 1, 6, 6, 3, 3, 4, 4, 4, 4]"
1.2,5,"[1.3072620078782498, 2.468544718063047, 0.31548439349879376, 0.6612722694676213, 1.7726534723606289, 2.740716277436093]","[6, 4]","[5, 2, 2, 2, 6, 3, 3, 3, 3, 3, 3, 4, 4, 4, 4, 4, 6, 6, 6, 6, 6]"
1.4,5,"[0.8477889480084689, 3.4690431247642457, 0.9102053364830857, 0.8822273687193051, 0.9488030563556604, -0.32591592948622594]","[2, 4]","[4, 1, 1, 1, 2, 2, 2, 2, 5, 5, 5, 6, 6, 6, 6, 6, 6, 6, 3, 3, 3, 3, 3, 3]"
1.6,5,"[2.2268021289495943, 1.5431663909514828, 2.381990819231297, -0.7574541617855246, 1.7353308337427285, 1.3065014683150113]","[1, 5]","[5, 1, 1]"
1.8,5,"[1.120904572425468, 0.44999190230674113, 1.327393236043454, 0.9698054936357762, 2.4059469666810194, 2.7037067101795547]","[4, 1]","[6, 6, 6, 5, 3, 4, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 4, 4, 4, 4, 4]"
2.0,5,"[0.03667668120956069, 2.7571442416245917, 1.964786458130829, 1.643426982679361, 2.0129997714957044, 3.2149037575291453]","[5, 4]","[4, 5, 5, 5, 5, 5]"
0.0,6,"[-0.5522829937442609, 0.5853312494440329, 2.034123146679696, -0.14285022986892024, -0.3020074037241868, 1.1199246142263384]","[3, 6]","[3, 2, 2, 4, 4, 4, 4, 4, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 5, 5, 5, 5, 5, 5, 5, 5, 5, 6, 6, 3, 3]"
0.2,6,"[1.2393016948391151, 1.695353349753171, -1.273056872487927, -0.4598639048407451, -1.2359425877638799, 0.15730353470553615]","[1, 3]","[5, 6, 4, 4, 4, 4, 4, 2, 2, 2, 3, 3, 3, 3, 1, 1, 1, 1, 1, 1, 5]"
0.4,6,"[-0.3396982368663476, 1.6228630632468661, -1.3459334640455283, -0.8993259223176312, 0.9372949517460706, 0.29434290653936873]","[2, 6]","[6, 1, 2, 2, 2, 2]"
0.6,6,"[0.373627696251732, 1.7990446862919476, 0.36216568906461877, 2.5380718521325085, -0.4317515241248594, -0.7390939322779245]","[4, 6]","[5, 6, 2, 2, 2, 1, 1, 4, 3]"
0.8,6,"[2.0367635760104568, 2.0507337367917016, 1.4907991871287285, 0.1352202145505218, -0.22429919290722133, 3.527603296665138]","[6, 5]","[4, 4, 1, 2, 2, 3, 5, 6, 6, 6, 6, 5, 5, 5, 5, 5, 5, 5]"
1.0,6,"[0.45258125418656014, 1.980290804627665, 1.5303338156769744, -0.5740427289853927, 1.7786213771731756, 0.1839124093529495]","[2, 6]","[4, 4, 6, 6, 6, 5, 5, 3, 3, 3, 3, 2, 4, 4, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
1.2,6,"[-0.2750045069337901, 1.7573827801129256, 0.08823069753360668, 3.789009889008635, 1.0375572089460086, 1.7204409069788844]","[4, 2]","[3, 2, 6, 6, 1, 1, 1, 1, 5, 4, 4, 4, 2, 2, 2]"
1.4,6,"[0.22137509281689738, 3.1919383893057156, 1.839857369486869, 2.214612679818581, -0.5869296425936692, 1.8531069552553043]","[3, 1]","[1, 3, 3]"
1.6,6,"[1.668916462716039, 1.6944109269098326, 2.3604224053770984, 2.361561946114618, 0.5896776700871715, 1.0177881037739813]","[3, 6]","[1, 1, 6, 5, 4, 3, 3, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 6, 6, 6, 6, 6, 6, 6, 6, 6]"
1.8,6,"[1.6614350813990462, 2.656779607651548, 1.8986013365137455, 3.9293710960821295, 2.4921092671100324, 2.779184765735618]","[6, 4]","[4, 6, 6, 6]"
2.0,6,"[0.3349314440527704, 2.2337171807024556, 1.5209721501004028, 0.7490350132310157, 3.0275590445126133, 2.4695171460334824]","[5, 2]","[1, 1, 2, 2, 2, 4, 4, 4, 4, 4, 4, 4, 4, 5, 5]"
0.0,7,"[-0.026177368135131208, 1.618257043767276, 1.0192323194451678, 0.31758441406108695, 0.47721586267356353, -0.144400617469316]","[2, 3]","[2, 5, 5, 6, 1, 4, 3, 3, 3, 3, 3, 3]"
0.2,7,"[-0.13279324958482192, 0.32402678716464905, 1.6233040697133483, -0.7733784565102315, 0.9606693973277518, -0.07655556080806014]","[5, 1]","[1, 5, 5]"
0.4,7,"[-0.6806316534852218, 2.0186286875759296, 0.5187582030960144, 0.6473626124490813, -0.6902992167583754, 1.1932969656821832]","[2, 6]","[3, 6, 2, 2, 4, 4, 4, 4, 4, 1, 5]"
0.6,7,"[0.49424255877298917, 0.639942862039107, -0.6435618431503406, -0.8419947475905344, -1.1862475365423957, 2.330969441156983]","[6, 5]","[3, 4, 1, 6, 5, 5, 2, 2, 2, 2, 2, 2, 2, 2, 6, 6, 6, 6]"
0.8,7,"[1.2082331366258585, 0.36324011074358603, 0.1445126328801154, 1.273027967712624, 1.6121246166997232, 0.25015899823403187]","[5, 1]","[4, 2, 2, 1, 1, 1, 1, 4, 4, 5, 5, 5, 5, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]"
1.0,7,"[0.5863092929439664, 1.3104576750309769, 0.868038141677739, 2.2443491554778685, 2.2585041243943578, 1.540501212082706]","[6, 1]","[5, 5, 1, 1, 2, 2, 2, 2, 3, 6]"
1.2,7,"[2.1956945301376223, 0.45149340876503585, 2.04058214622487, 1.1851370715103142, 2.9654265511136177, 1.8073805082853815]","[1, 5]","[3, 5, 1, 1]"
1.4,7,"[0.8756465500383058, 1.6696712232025814, 1.151329384837254, 1.9260998304554315, 1.3515526454537152, 0.8468209371183943]","[2, 3]","[1, 3, 3, 2, 2, 2, 2]"
1.6,7,"[1.4943358928280137, 1.0651743933361946, 0.6885748017659948, 1.631228414921585, 0.9743964369732777, 2.0285428805726027]","[6, 5]","[3, 2, 2, 6, 6, 1, 1, 1, 5, 5, 5, 6, 6, 6]"
1.8,7,"[1.079273065221775, 1.7870742399825696, 0.3997572497498514, 2.617283520717073, 1.0525668872989749, 2.653764419045215]","[1, 4]","[4, 2, 2, 2, 2, 2, 5, 5, 1, 1, 1]"
2.0,7,"[2.2435939051958336, 1.6291682881794745, 0.46210792273845325, 0.2687452102567478, 3.2109073691563808, 2.4553536367641655]","[5, 1]","[1, 4, 4, 4, 4, 4, 4, 5, 5, 5]"
0.0,8,"[-0.02116076481336745, 0.10077570392639658, 1.1519438413907408, 1.5165328865077148, 0.8507752884318289, -1.3249537414163557]","[4, 5]","[3, 5, 5, 5, 5, 6, 6, 6, 1, 1, 1, 1, 1, 1, 1, 4, 4, 4, 3, 3, 3, 3, 3, 3, 3, 2, 2]"
0.2,8,"[0.014726419030247101, -0.07170634313553509, 0.3066561551477389, 0.5143063935163712, 1.4935394159910982, -1.4220037528797218]","[5, 1]","[2, 2, 2, 6, 6, 3, 5, 4, 4, 4, 4, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2]"
0.4,8,"[0.2984980662111306, 0.32320616611557695, 0.7976480468873074, -0.2055343682341314, -0.027611223250761263, -3.0754599551603445]","[3, 5]","[1, 2, 4, 5, 5, 5, 3, 3, 3, 3, 3, 3, 3]"
0.6,8,"[0.8267842840361784, -0.4801599772043129, 2.4656879471051854, 0.36619490378202924, 0.8429452706893128, 0.3791381864503124]","[5, 1]","[1, 5, 5, 5, 5, 5, 5]"
0.8,8,"[0.963431310639438, 0.06636907072365106, -0.1633392497453412, 1.1685219578908093, 0.8027543858747999, 1.155064135295556]","[2, 4]","[2, 4, 4, 4, 4, 4, 4]"
1.0,8,"[1.3104425106844753, -0.4228995131025226, -0.44277088421099475, -0.5135183366376959, 1.3724173327970983, 2.3010154305221233]","[6, 3]","[2, 3, 6, 6, 6, 6, 6, 6, 1, 4, 5, 5, 5, 5, 5, 5, 5]"
1.2,8,"[1.5065823308494264, 1.595669439999467, 1.7684248289659328, 1.9903463707046063, 0.813593913451965, 0.663093327156503]","[5, 1]","[1, 5, 5, 5]"
1.4,8,"[0.9254075594534625, 0.7073413972580842, 3.7475123115871503, 1.653552608226483, -0.8348988388369016, 0.2764355093412012]","[4, 6]","[4, 6, 6, 6, 6, 6, 6]"
1.6,8,"[0.8281838122781349, 1.2584434599928835, 0.01492475086507472, 2.711850811780235, 1.1705473887156232, -0.3556622915706935]","[6, 4]","[4, 3, 6, 6, 6, 6, 6, 1, 1, 1, 5, 5, 2, 2, 2, 2, 2, 2]"
1.8,8,"[2.9901359697699252, 4.183462097551684, 0.8872276929207689, 1.5606770637006964, 1.9220876217108518, 0.501250966773392]","[4, 3]","[2, 4, 6, 5, 1, 1, 3, 3, 4, 4, 4, 4, 4]"
2.0,8,"[1.0166037516789626, 1.8972630960971877, 1.6712918983684462, 3.1086193492249534, 1.0918748022062577, 2.32948173214294]","[2, 3]","[3, 2, 2, 2]"
0.0,9,"[0.4078471995040691, 0.2502399281887377, -0.8942904718418183, -0.985846838657978, 1.5598957485631533, -0.10618176260753673]","[2, 5]","[4, 5, 3, 1, 1, 1, 2, 2, 2, 2, 6, 6, 6, 6]"
0.2,9,"[1.1016553313315312, -0.24807462064500374, -0.33538759597330353, 0.8287822165161958, -0.9223889550907982, 0.8816039354021066]","[1, 6]","[5, 1, 1, 1, 1, 3, 3, 3, 6, 6, 2, 2, 2, 5, 5, 5, 3, 3, 3, 3, 3, 3, 3, 3, 6, 6, 6, 6, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 1, 1, 1, 1, 1, 1, 1, 1]"
0.4,9,"[-0.8283281924841396, 0.40731061398190377, 1.77636555214752, -0.2130762860995623, 0.6058176068186855, 0.33293159110976733]","[2, 3]","[3, 3, 5, 1, 1, 1, 1, 6, 6, 2, 2, 2, 4, 4]"
0.6,9,"[1.981585581508639, 0.004620758677893244, 0.29983058899744636, 1.6942244341538566, -0.3104107003955532, 0.7947021346850671]","[2, 4]","[4, 4, 4, 2, 2]"
0.8,9,"[1.7592831568645444, 0.22831439766679362, 1.5317408319729424, 1.2804044867581987, 1.2164801810387003, 0.785877479070494]","[5, 6]","[1, 6, 2, 2, 2, 4, 4, 4, 4, 4, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
1.0,9,"[1.0689222789731692, 1.2703379042149536, -1.0520277247317735, 1.0420120942656583, 0.8652839237382081, 1.0936461507933968]","[2, 5]","[6, 4, 4, 4, 4, 4, 2, 2, 2, 6, 6, 6, 6, 6, 1, 1, 1, 1, 5, 5, 5]"
1.2,9,"[0.29501252034787107, 2.1522892695156335, -0.34106400087187727, 3.052766217877973, 1.327504885535136, 1.1957863385452705]","[4, 1]","[1, 1, 3, 5, 2, 4, 4, 6, 6, 6, 6, 6, 6, 6]"
1.4,9,"[1.7511478350163654, 2.6940164075031148, 2.6335713828858562, 3.0446779654617977, 0.698993120418132, 1.2331256193705817]","[1, 4]","[2, 1, 6, 6, 6, 5, 5, 5, 5, 4, 4, 4, 4, 4, 1, 1, 1, 1, 1, 1, 1, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6]"
1.6,9,"[1.4483587471077148, 1.005637900138278, 1.9544512266744782, 1.037364202661538, 1.009572731951749, 0.8219048341852798]","[4, 2]","[5, 4, 4, 2, 2, 2, 2, 2, 2, 2, 2, 2]"
1.8,9,"[2.923328607713375, 2.1538430396390438, 0.7098450706498831, 1.8336585771847411, 1.135817628465789, 2.0474606182810793]","[5, 4]","[3, 4, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
2.0,9,"[2.378128878504225, 3.6746283516819767, 1.5043338629418794, 2.2393812682394287, 1.9285022970105106, 2.349633728112406]","[2, 1]","[1, 2, 2, 2]"
0.0,10,"[0.5143753063286175, 1.0556496929049088, -2.09221917845874, 0.9463292707788621, 1.2012974763975617, -0.3688868925081941]","[2, 1]","[5, 5, 3, 2, 6, 6, 6, 6, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2]"
0.2,10,"[-1.3212916817115428, -0.45660902728641745, -0.008554901307092078, 1.747759415616711, 1.0050207862004534, 0.6399978849904953]","[6, 3]","[3, 3, 3, 4, 4, 4, 1, 2, 6, 6, 5, 5, 5, 5, 5, 5]"
0.4,10,"[-0.5131270271210159, 0.5041472665435345, 0.5444384137986491, 0.37422721404889436, 0.6590665473571762, -0.6216252708151312]","[4, 2]","[3, 3, 2, 5, 5, 5, 1, 6, 6, 6, 6, 4, 4, 4]"
0.6,10,"[-0.5602417704152242, 0.8291551215383138, -1.0890322731161972, 2.880410007417689, 0.2581913921291006, 0.20310277757169953]","[4, 5]","[6, 3, 3, 5, 5, 4, 4, 4]"
0.8,10,"[0.9178539169768581, 0.5431425919169868, 0.4044616484965092, 2.3572650639261585, 1.1778460065456426, -0.8225622451203705]","[4, 5]","[2, 2, 2, 4, 1, 1, 1, 1, 5, 5, 5, 5, 5, 4, 4, 4, 4, 4, 4, 1, 1, 1]"
1.0,10,"[0.10483541445421662, -0.0627195549770243, 0.9002593579628372, -1.362556936764514, 1.5987668849161163, 0.629554228402701]","[5, 2]","[4, 6, 2, 2, 5, 5, 5, 3, 3, 3, 3, 3, 3, 3, 1, 1]"
1.2,10,"[2.0847817024869117, 1.2807910280763233, 1.3588779271575828, -0.32383729433151487, 0.9223243290963288, 2.2687318164156647]","[1, 6]","[3, 3, 6, 1, 1, 1, 1, 1, 1]"
1.4,10,"[1.271134377567577, 2.2773217279410316, 0.9705834863771092, 1.9579690917402468, 1.2648331324868756, 2.0536596706594814]","[2, 3]","[6, 5, 5, 5, 5, 1, 3, 2, 2, 2, 2, 2]"
1.6,10,"[1.039930462451883, 1.8962005224881204, 2.0958133120977807, 2.4630796283172858, 1.459317893141569, 1.7234946163534828]","[2, 4]","[6, 4, 4, 2, 2, 2, 2]"
1.8,10,"[3.8268052054228114, 2.998415140029567, 1.7364118066743588, 0.9191571117535909, 1.5534226657851977, 1.3659451447730735]","[1, 5]","[5, 5, 4, 4, 4, 4, 1, 1, 1, 1, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
2.0,10,"[3.185317004639962, 0.3611063720414309, 1.247248888593036, 2.069927017699813, 0.9667344703476857, 3.0097959019062617]","[6, 5]","[5, 6, 6, 6]"
