avg_value_idx,trial_idx,ss,choice,fixations
1.8,2,"[0.43998745361239, 2.042702697483748, 1.970112707062478, 2.7942769693412557, 1.314410442366405, 2.7702598582244327]","[3, 6, 4, 2, 5]","[2, 2, 3, 6, 1, 5, 5, 5, 5, 5, 4, 2, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
2.0,2,"[1.5627159273686442, 2.655447399940755, 1.1687797097143604, -0.14550211430042248, 2.361162250632414, 1.5355522696979205]","[1, 2, 6, 5, 3]","[4, 4, 4]"
0.0,3,"[-2.825724728041792, 0.9878631733175992, -0.07993399914876093, 2.396958819905564, 2.02589520196903, 0.31751213955960256]","[4, 5, 2, 6, 3]","[4, 4, 3, 5, 5, 5, 5, 5, 6, 6, 6, 6, 2, 2, 2, 2, 1, 1, 1, 1]"
0.2,3,"[0.48883255233174944, 2.377919437561126, -0.6222536368973046, 1.269518543725275, -0.06507265755929942, -0.6208720074273688]","[2, 3, 4, 1, 6]","[6, 6, 6, 6, 6, 6, 4, 4, 2, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
0.4,3,"[-0.23713373488908052, 0.2809865117527549, 2.868763806241327, -1.1291540099211996, -0.21364099271123382, 0.36769993027558234]","[3, 6, 2, 4, 5]","[3, 1, 1]"
0.6,3,"[-0.03295301275419216, 0.4739049720695119, 1.7718135882080754, 1.0913611508364145, 0.12317776978022998, 0.8850067900206106]","[4, 2, 3, 6, 1]","[4, 4, 6, 6, 5, 5, 5, 5, 5, 3, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 5, 5, 5, 5, 5, 5, 5]"
0.8,3,"[-0.022023206970860576, -1.3823306019778687, 2.8281022338139072, 2.7161496473490945, 0.29865401934838676, 1.0717335379465134]","[3, 4, 1, 6, 5]","[6, 1, 3, 4, 2]"
1.0,3,"[0.7363283465353043, 1.8815253104644172, 1.3308461062350387, 2.980064503116073, 0.09940537597691934, 3.867022509100466]","[6, 2, 4, 1, 3]","[2, 4, 6, 5, 5]"
1.2,3,"[1.0507984385651001, 0.3585909313150306, 0.9238058837336467, 1.7070040994958786, 2.373863338171682, 1.0178207027600992]","[4, 2, 5, 3, 6]","[4, 4, 1, 1, 1, 1, 1, 1, 1, 1]"
1.4,3,"[1.235362251624076, 1.445393889965042, -0.07816406554525157, 1.6501811959912414, 3.527449579855574, 0.35702890675046817]","[5, 3, 2, 4, 6]","[1, 1, 1, 1, 5, 5, 4, 6, 2, 2, 2, 2, 3, 3, 4, 4, 6, 6, 6, 6, 5, 2, 2, 2, 2]"
1.6,3,"[2.074372603671813, 1.9493726066201025, 1.7307405013390331, 0.9217341551034961, 1.4905878061575135, 2.7570550689483992]","[6, 2, 1, 5, 3]","[4, 4, 4, 4, 4]"
1.8,3,"[1.5785334799321966, 2.8419769967530035, 1.6585859708019874, 0.5014798800586795, 0.2970782873499873, 1.37464196315694]","[5, 6, 3, 2, 1]","[4, 4, 4, 4, 4, 5, 6, 6, 2, 1, 3, 3, 3, 3, 3, 3, 2, 2, 1, 1, 1, 1, 1, 6, 6, 6]"
2.0,3,"[1.9794261802811173, 3.4073048277668843, 2.3144361103157207, 2.8833347167263623, 2.6025307659835057, 1.1686231486078134]","[1, 4, 5, 2, 3]","[1, 6, 6, 6, 4, 4, 3, 3, 5, 5, 2, 4, 4, 1, 1]"
0.0,4,"[-1.3208208715359595, -1.946549688310893, 1.1028659802150067, 1.3187535852047112, -2.789009705050833, 0.14976103334135105]","[4, 2, 6, 1, 3]","[4, 5, 5]"
0.2,4,"[1.0276084421399798, 0.3902818819012148, -0.2665200934988949, -2.6070988176593377, 0.2410965681515163, 1.2975048403492033]","[2, 6, 3, 1, 5]","[2, 5, 5, 5, 5, 5, 6, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]"
0.4,4,"[0.3866434204869288, -1.902070984238092, 1.0732439057701222, 1.604785039082345, 2.4286663103443646, 2.4201284892314043]","[4, 5, 1, 6, 3]","[3, 3, 3, 6, 4, 1, 5, 5, 5, 2, 2]"
0.6,4,"[-1.990540289373595, -1.0921594974608508, 0.45025128498441347, 1.0440174610995567, 0.11095772876332455, -0.9369410999890996]","[2, 5, 4, 6, 3]","[2, 2, 1, 1, 1]"
0.8,4,"[0.8145371296349455, -0.9979950309498473, -0.6038481675934191, -1.1497576109126102, 0.01375040850282061, 1.3952708162558376]","[1, 6, 5, 4, 3]","[3, 3, 3, 3, 3, 3, 1, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]"
1.0,4,"[1.803536694171568, 1.1295308146080667, -1.9205078325949656, -1.3805210482418682, 0.8978011763050834, 0.7906023698470807]","[2, 6, 1, 4, 5]","[6, 6, 6, 6, 2, 3, 3]"
1.2,4,"[-0.002971654420607095, 0.6249645995695923, 2.037041604650343, -0.11280967591017332, 0.2200699389664661, 1.6494790151814602]","[6, 3, 2, 4, 1]","[6, 6, 3, 2, 2, 5, 5, 5, 5]"
1.4,4,"[-1.3391308947044975, 0.011855971982010827, 2.439334964630321, 1.0455751481047266, 1.539971428309243, 2.708876553365383]","[6, 2, 4, 3, 5]","[4, 5, 5, 5, 5, 2, 1, 6, 6, 3, 3, 2, 2, 2, 4, 6, 6, 1, 1, 1, 1]"
1.6,4,"[1.1109605122235382, 1.4383992550882794, 1.520587728514603, 3.091390953186055, 0.9738573817631554, 1.8851450613859368]","[6, 2, 4, 1, 5]","[3, 3, 2, 4, 6, 5, 1, 1, 4, 4, 6]"
1.8,4,"[0.21845929495184313, 1.3570142699119898, 2.4489899233500707, 1.0282861806279677, 1.1512404768538476, 1.4757770177020904]","[1, 2, 3, 5, 6]","[4, 4, 4, 4, 6, 6, 6, 1, 1, 3, 5, 5, 2, 2, 2, 2, 3, 3, 1, 1, 5, 5, 5, 5, 5, 5, 2, 2, 2]"
2.0,4,"[4.0505854643531, 0.46257470434686887, 1.9563227181536698, 1.4047582050048297, 4.001649503224965, 3.4918990544860984]","[5, 6, 1, 3, 4]","[4, 1, 3, 6, 2, 2, 2, 2, 2, 5, 5]"
0.0,5,"[0.3107590242534149, 0.9249978884768868, 1.0782812816676433, -0.5504109910101562, -0.10050659083805887, -0.7520105170274759]","[5, 3, 1, 2, 4]","[3, 2, 5, 1, 6, 6, 6, 6, 6, 6]"
0.2,5,"[-0.5562805870422751, -0.7262150017484126, 0.05537345133362967, 0.23740733495915703, 0.8378151994198453, 0.990403814717963]","[2, 4, 6, 5, 3]","[4, 4, 2, 1, 1]"
0.4,5,"[0.9769154080830709, 1.3248260426372616, -0.5163800402446089, 0.32162148373006155, 1.1631413698989594, 3.114249107065393]","[1, 6, 2, 5, 4]","[1, 1, 5, 4, 4, 6, 2, 2, 3, 3, 3]"
0.6,5,"[0.6528522888384528, -0.6835755553420745, 2.827779190955183, 0.530396904871679, 0.7206455376291865, -0.30374620707670197]","[6, 1, 3, 4, 5]","[1, 1, 1, 2, 4, 6, 3, 5, 5, 4, 4, 4, 4, 4, 6, 6, 2, 2]"
0.8,5,"[0.0935252409697429, 0.7309279846459281, 1.4383671497219304, 0.5533090792435486, 0.8060667717328324, 0.6518729621528618]","[1, 5, 3, 6, 2]","[5, 1, 3, 6, 6, 6, 6, 4, 4, 4, 4, 4, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 3, 3, 3, 3, 3, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 1, 5, 5, 5, 5, 4, 4, 4, 4, 4, 4, 4, 4, 4]"
1.0,5,"[1.9219554589704635, 0.9414599782947353, 0.49839095996321425, 0.07659437631322208, 1.275197383762527, 3.1822103246068445]","[4, 1, 6, 2, 3]","[5, 5, 5]"
1.2,5,"[0.17926251634908663, 1.3035541929814596, 2.496833423827952, -0.1146953397283923, 2.543524145900382, 0.8096404188277294]","[2, 6, 3, 4, 5]","[2, 3, 3, 5, 4, 1, 1, 1, 1, 1, 6, 6, 6, 6, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]"
1.4,5,"[1.8113745683877556, 1.3523110626140318, 1.019684859834745, 0.126209662889746, 3.7231057119240307, 2.6444914503955914]","[1, 4, 2, 6, 3]","[5, 5, 5, 5, 3, 4, 2, 2, 2, 6, 1, 1, 3, 2, 2, 2, 4, 4, 4, 4, 4, 4]"
1.6,5,"[1.0480601948785724, 0.5532844635772127, 1.8342835319801147, 3.1228180111862827, 0.4579706055235515, 0.05358748759693932]","[3, 4, 1, 6, 2]","[6, 6, 6, 5, 5, 5, 5, 5, 4, 4, 2, 2, 1, 3, 3, 3, 3, 3]"
1.8,5,"[1.9639346455730828, 1.5430922262249298, 2.016837917220355, 3.1958121594124353, 2.663273943970358, 1.9582157513296794]","[5, 3, 4, 1, 2]","[4, 3, 3, 3, 3, 3, 5, 6, 6, 6]"
2.0,5,"[-0.1037232010119089, 0.341085403752575, 0.6206827694668988, 3.0709272735105633, 1.928433603341031, 3.441687742808417]","[6, 5, 3, 1, 4]","[6, 6, 6, 5, 2, 2, 2, 2, 2]"
0.0,6,"[-0.05966749171184471, 1.663367948658374, -0.12811806324739528, -0.5312429218994715, 0.6745608425106133, -0.3549461351915207]","[2, 6, 5, 1, 3]","[5, 3, 1, 4, 2, 2, 2, 2, 2, 2, 6, 6, 6, 6, 4, 4, 4, 4, 4, 4, 4, 4]"
0.2,6,"[-1.5789453470275405, 1.1461989984273133, 0.6164080794305187, -1.9026839491568792, 0.6532060602888567, -1.657258016239795]","[1, 2, 5, 6, 3]","[4, 4, 4, 4]"
0.4,6,"[0.20676524105619656, 0.24859442118517575, 0.5103248415591157, 1.3780570658861784, 0.2342026932280497, 0.6550374024903377]","[2, 5, 1, 3, 4]","[4, 4, 4, 6, 1, 5, 2, 3, 3, 3, 3, 3, 3, 5, 5, 5, 6, 6, 6, 6, 6, 6, 6, 6, 6]"
0.6,6,"[-0.05341889949651657, 0.4813422385104048, -0.5323183858121704, -0.5714892374479744, 1.3219106446913322, 4.045316474841597]","[6, 3, 1, 5, 2]","[1, 1, 1, 1, 1, 5, 5, 5, 5, 3, 6, 6, 4, 4, 4, 4]"
0.8,6,"[0.6123533661314652, 1.6160639155588945, 0.9873813370715132, 2.5575289410167654, 0.2322810369874434, 0.43659582741917163]","[4, 1, 2, 3, 5]","[6, 4, 3, 3, 5, 5, 5, 2, 2, 1, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6]"
1.0,6,"[-0.3647609244101431, 0.5565758688106169, 1.3361314276448006, 1.38336685387283, 1.0602101471546372, 0.09801226881440628]","[6, 4, 2, 3, 5]","[5, 3, 3, 4, 1, 1, 1, 1, 1, 6, 2, 2, 2, 2, 2, 2, 3, 3, 3, 3, 3, 3]"
1.2,6,"[1.361945886008109, 1.2940728176475889, 0.15678109983342536, 0.23370396882072064, -0.10119573795818981, 1.191795463758205]","[3, 6, 2, 5, 1]","[5, 5, 5, 2, 1, 6, 6, 3, 3, 4, 4, 4, 4, 4, 4, 4, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2, 5, 5, 5, 5, 5, 3, 3, 3, 3, 3, 3, 3, 3, 6, 6, 6, 6, 6, 6, 6, 6, 6]"
1.4,6,"[1.6989046478992653, 1.1540099488858984, 1.3883007919248134, 0.6092914310734181, -0.09027126519074447, 1.4828024330924567]","[6, 3, 5, 1, 2]","[2, 4, 3, 3, 1, 1, 1, 1, 1, 5, 5, 6, 6, 4, 4, 4, 4, 4]"
1.6,6,"[1.6304938689508712, 0.6102489803542037, 2.4972290046752974, 0.5187337589867576, 2.7340837706233505, 1.369820333736091]","[1, 5, 4, 6, 3]","[5, 1, 4, 4, 4, 2, 2, 2]"
1.8,6,"[1.9527116259130324, 0.9728688615974245, 0.9537241305329258, 0.6551281228195693, 1.8652604901798067, -0.9902107749251436]","[1, 3, 2, 5, 4]","[1, 4, 2, 5, 5, 3, 3, 3, 3, 3, 3, 6, 6, 6, 6]"
2.0,6,"[1.7330230139998186, 0.20881212635396063, 3.4710259632827287, 3.71423174767851, 1.1610160353297003, 0.7973458170444478]","[4, 2, 5, 3, 1]","[4, 6, 6, 6, 6, 6]"
0.0,7,"[0.2756411189250007, -0.9677620024161859, 0.7012958872816465, 0.5981246373012743, -1.0439842901443572, 0.45093497327307736]","[6, 1, 5, 3, 4]","[2, 2, 2]"
0.2,7,"[0.350875997154741, -0.49518323353295673, 0.1879023341152319, -0.484801305565477, 0.8887664195300449, -0.10110067304066539]","[5, 1, 6, 3, 4]","[5, 1, 4, 4, 4, 4, 4, 4, 4, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2]"
0.4,7,"[-2.7883678102370877, 0.5152073454777236, 0.4657781512668739, 0.2673657582835641, -0.14800247870816874, 0.3326949269494326]","[6, 4, 2, 3, 5]","[1, 1]"
0.6,7,"[0.6285930075175119, 0.11272622358649503, 0.7772077477452051, 0.35333826950292857, 0.3270391742432517, 0.5504261674323365]","[3, 1, 4, 5, 6]","[3, 3, 3, 1, 2, 2, 2, 2, 2, 2]"
0.8,7,"[1.672028554965158, 1.6825409437826004, 3.0504186147121315, 0.6968801421589437, -1.01916529493377, -0.5446910107553176]","[2, 3, 6, 1, 4]","[1, 5, 5, 5, 5, 5, 2, 4, 4, 4, 4, 4, 4, 4, 6, 3, 3, 3, 3, 3]"
1.0,7,"[1.0988149318174487, 0.7790687217654327, 1.1807763339672221, 1.3926684425841487, 1.6657530790472226, 1.3597077492147678]","[6, 1, 2, 5, 4]","[1, 2, 5, 3, 3, 3, 3, 3, 6, 6, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 6, 6, 6]"
1.2,7,"[0.25817597252466495, 0.057577424937006905, 0.5502251376380894, 2.0052185517874417, 1.6579933237705984, 0.6031190644145226]","[4, 5, 1, 2, 6]","[6, 6, 6, 6, 5, 2, 2, 2, 3, 4, 4, 4, 1, 1, 1, 5, 5, 5, 5, 2, 2, 2, 2, 2, 2, 3, 3, 3, 3, 3]"
1.4,7,"[1.2806220519020104, 0.22517391548688903, -0.42574072048900713, 1.2415805095977168, 0.6374721166795564, 1.7623303607759346]","[4, 1, 2, 6, 5]","[4, 3, 6, 5, 5, 5, 5, 1, 2, 2, 2, 2, 2, 3, 3]"
1.6,7,"[2.31217177546203, 1.04549143506801, 2.2298852357831116, 1.9091658867993324, 3.400096672879771, 2.1205491164468313]","[3, 1, 5, 6, 2]","[3, 4, 4, 4]"
1.8,7,"[1.108139135436607, 3.3200183313558753, 0.9318214420638367, 3.318407421901431, 2.805855575350807, 1.220363385784694]","[2, 3, 4, 1, 5]","[1, 3, 5, 5, 6, 6, 6, 2, 4, 4, 4, 3, 3, 3]"
2.0,7,"[1.4725700494359688, 1.991676376367, 2.9853397695393173, 0.8144464570655909, 0.8181272243847206, -0.3977829354847042]","[1, 3, 2, 4, 5]","[2, 1, 3, 4, 4, 4, 4, 6, 6, 6, 6, 6, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 4, 4, 4, 2, 2, 2, 2]"
0.0,8,"[-0.3227540055066836, 1.4073076565828015, 0.5301836446882338, 1.157857879023108, -0.1896210168888022, -1.4714511527899496]","[5, 2, 4, 3, 6]","[5, 3, 3, 1, 6, 6, 6, 6, 6, 6, 6, 2, 4, 4, 4, 4, 4, 4, 4, 4, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
0.2,8,"[0.0865610479111571, -0.8527403810329128, -0.9601755330498318, 1.0805474415058565, -0.07023660729679049, -0.7941967256231357]","[4, 1, 3, 6, 5]","[2, 2, 2]"
0.4,8,"[-0.9675249415244512, 0.3763842758023008, 0.4337073279935618, -0.8140597157453356, -0.46225133726470147, 0.5782502013590661]","[2, 6, 5, 4, 1]","[2, 3, 3, 3, 3, 3]"
0.6,8,"[0.8004610988722186, 0.3529496433693669, 0.7615781729674189, -0.10432972238596983, -0.14268043242463924, 0.2885526021342029]","[3, 5, 2, 1, 6]","[6, 3, 5, 4, 4, 4, 4, 1, 2, 2, 5, 5, 5, 5, 3, 3, 3]"
0.8,8,"[1.2739568146334592, 0.40557396735416074, -1.1724269113125334, 0.6556371560148267, 0.5578317443044158, 0.17035173015109095]","[1, 5, 3, 2, 4]","[5, 3, 3, 1, 1, 1, 6, 6]"
1.0,8,"[1.4232397214990968, 0.5331915073188782, 1.1618117700296728, 0.7182980337652416, 0.23251809890773623, 0.8213382079781918]","[1, 4, 6, 3, 2]","[2, 5, 5, 4, 4, 3, 3, 6, 6, 6, 6, 6, 1, 2, 2, 2, 2, 2, 2, 2, 2, 5, 3, 3, 3, 3, 4, 4, 4, 4, 4, 1, 1, 5, 5, 5, 5, 5]"
1.2,8,"[0.8101431114346034, 0.7765480337078466, 0.26288203159860457, 0.6457955507198121, 1.3068758210401212, 2.3668611961363935]","[6, 4, 2, 3, 5]","[2, 2, 2, 6, 6, 1, 1, 1, 1, 4, 3, 5, 5, 5, 5, 5, 5, 2, 2, 2, 2, 6, 6, 6]"
1.4,8,"[0.07293869413767595, 1.4310123923172997, 0.7147939920198951, 0.9893510128644432, 2.8907474748855186, 1.5791106069177379]","[1, 6, 3, 4, 5]","[1, 6, 6, 6, 6, 3, 2, 2, 2]"
1.6,8,"[2.43868723705487, 2.4894288122870507, 1.0379649006378533, 1.4822017004930907, -1.3490114849948056, 1.1439135271361207]","[1, 3, 2, 4, 6]","[5, 5, 5, 5]"
1.8,8,"[2.576820931883149, 0.08889593470964363, 1.3156318969822869, 1.1176675037865955, 2.1178493883388843, 1.241056074072138]","[4, 6, 5, 1, 3]","[3, 4, 4, 4, 4, 2, 2, 2, 2, 6, 5, 5, 5, 5, 1, 1, 1, 1, 6, 6, 2, 2, 2, 2, 2, 2, 2, 2, 2, 5, 5, 4, 4, 4, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]"
2.0,8,"[1.1860332174639947, 2.4223348950222108, -0.49164183445160603, 2.2500341429992297, 3.784637808180012, -0.22183020440988166]","[4, 5, 2, 1, 6]","[6, 6, 6, 6, 6, 4, 3, 3, 3, 3, 3, 3, 3, 3]"
0.0,9,"[-0.14275859321625137, -0.8344324811671145, 0.28734880069099783, 0.018846078607311786, 0.1342374921373655, -0.86545493987]","[2, 3, 1, 5, 4]","[3, 2, 2, 6, 6, 6, 6]"
0.2,9,"[1.390610710909244, -0.13172413473945488, -1.5068194414430711, 2.0778231004283603, -1.4373510409608399, 1.8974772694811384]","[6, 5, 1, 4, 2]","[6, 2, 2, 2, 2, 2, 2, 3, 3, 3, 3, 3, 3]"
0.4,9,"[0.5636552625011868, 0.27253644130245247, -0.31551949577068483, 0.49505742680268205, 0.36158050935503405, 0.46629063927672026]","[6, 3, 5, 4, 2]","[6, 5, 5, 5, 5, 5, 3, 1, 1]"
0.6,9,"[0.19162255179985477, 1.4022403320251027, -0.9000197193113172, 1.6309903234205638, 0.9924794645389345, 2.1306047780156203]","[5, 6, 4, 2, 1]","[1, 1, 1, 1, 1, 6, 6, 6, 5, 4, 4, 4, 4, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]"
0.8,9,"[1.025747016243522, 0.5491944373538451, 2.9202273322666494, 0.8358038363212154, 0.5835691129188619, 1.11000656304342]","[3, 5, 2, 4, 1]","[1, 6, 4, 4, 2, 5, 5, 3, 3, 3, 2, 2, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 4, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 5, 5, 5, 5, 5, 3, 3, 3, 3, 3, 3, 3, 3]"
1.0,9,"[0.35344147150861427, 3.8783996173599102, 1.1832655972859896, 1.2648102752958739, -0.19558339641203948, 1.1771602740537463]","[1, 3, 6, 2, 4]","[2, 1, 1, 4, 4, 4, 6, 3, 3, 3, 5, 5, 5]"
1.2,9,"[-0.26395344377722596, 2.0508526555096713, 0.5549523497857334, 0.661586628178509, 0.8059537132590048, 1.4752291117201064]","[6, 5, 1, 2, 3]","[3, 1, 6, 2, 2, 5, 4, 4, 4, 4, 4, 4, 4, 1, 1, 1, 1, 1, 6, 5, 5, 5, 5, 5, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]"
1.4,9,"[1.2114447587266366, 3.8533676691359844, 0.8370337063862021, 1.241591577290968, 3.1589910285373985, 1.1917477920569979]","[5, 2, 1, 4, 6]","[4, 4, 4, 6, 5, 1, 1, 3, 3, 3, 3, 3, 2, 4, 4, 1, 5, 5]"
1.6,9,"[1.8932873938151187, -0.21681263600709988, 3.8658505674304924, 2.158251512386788, 1.2094535537841067, 0.7228185416204698]","[1, 4, 6, 3, 5]","[1, 2, 2, 2, 2]"
1.8,9,"[2.3932125055982936, 2.0557146009205507, 1.3579066932274784, 2.1100045061453203, 1.2531430270051735, 2.111615125019723]","[4, 5, 2, 1, 6]","[2, 5, 5, 4, 1, 1, 6, 6, 3, 3, 3, 3, 3, 3, 3, 3, 4, 4, 4, 5, 5, 5, 5, 2, 2, 2, 1, 1, 6, 6, 6, 6, 6, 6, 6, 6, 5, 5, 5, 5, 5, 4, 4, 4]"
2.0,9,"[2.8102159783136145, 1.8523584545921745, 1.3563523584029888, 2.616501260732629, 3.0409358198025997, 2.5325000344241557]","[1, 5, 6, 2, 3]","[6, 5, 1, 3, 2, 2, 4, 4, 4, 4, 3, 3, 3, 3, 6, 6, 6, 6, 1]"
0.0,10,"[1.3952976718315542, -0.44276910735266195, 0.7518400505393041, -0.27713211399791593, 0.011834735832888795, 1.7059616250188654]","[3, 2, 1, 6, 5]","[2, 3, 4, 4, 4, 4, 4, 4]"
0.2,10,"[-1.4282659517958776, -0.4343932156241391, 0.3171887349217944, 0.2724080725279826, -0.05047934638588414, 0.5360824963805397]","[4, 2, 5, 6, 3]","[6, 6, 4, 5, 5, 2, 1, 1, 1]"
