avg_value_idx,trial_idx,ss,choice,fixations
0.4,3,"[0.7998454192645179, 0.23407250452397668, -0.1323002166982411, -0.2827809270436723, -0.007805921925059245, -0.926730804386963]","[5, 2, 1, 4]","[6, 6, 3, 1, 1, 5, 4, 4, 4, 4, 4, 2, 2, 2, 2, 2, 2, 2, 2, 3, 3, 3, 3, 3, 3]"
0.6,3,"[-0.8163436259810936, -1.3998745542651356, 0.08351601689099142, -0.5885925895810321, 0.7710010674487153, 1.0093920379421337]","[4, 5, 6, 3]","[3, 2, 2, 6, 6, 5, 1, 1, 1, 1, 1, 1, 3, 3, 4, 4, 4]"
0.8,3,"[0.6063117502576059, 0.14547287073737059, 1.6227295763811762, 0.5415642343981535, 0.9270523221980892, 0.935824354518498]","[6, 3, 4, 5]","[1, 4, 4, 5, 5, 5, 2, 2, 6, 6, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 5, 5, 5, 3, 3, 6]"
1.0,3,"[0.07227798911259897, 1.1308158309280463, 1.4564923635270546, 0.9256491942155195, 0.9961140202423446, 1.6780096730820406]","[1, 5, 3, 6]","[5, 6, 2, 1, 3, 4, 4, 4, 4, 4, 4, 4, 4, 4, 5, 5, 1, 1]"
1.2,3,"[1.9414032439401734, 1.860051536527176, -0.2168629213063753, -0.4184293423684029, 1.8733193360086928, 2.405184181985159]","[1, 5, 6, 2]","[5, 6, 1, 3, 4, 4, 4]"
1.4,3,"[0.2103919317142371, 2.5867300296641162, 0.23703088012830364, -0.110507439428142, -0.006851840120046804, 1.6320294006146372]","[6, 2, 3, 4]","[1, 2, 3, 4, 4, 4, 5, 6, 6]"
1.6,3,"[3.6230763656991924, 1.5476063590647267, 2.4843049667887316, 1.3479373101480767, 2.1103465215512456, 1.0784102887699074]","[1, 3, 5, 4]","[6, 5, 2, 3, 1, 4, 4, 4, 5, 5, 3, 3, 3, 3, 1, 1, 1]"
1.8,3,"[1.9128024396710368, 1.8514024209419557, 0.8274523558674858, 0.7585838954436162, 0.8647553461390584, 1.5591541531833264]","[2, 1, 6, 4]","[5, 5, 3, 3, 3, 3, 3, 4, 4, 4, 6, 6, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
2.0,3,"[1.4005932519732474, 2.3600393240483113, 1.8951590339205364, 2.301732122601224, 4.014388503095875, 1.4249974574573456]","[2, 4, 3, 1]","[3, 4, 4, 2, 1, 6, 6, 6, 3, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 4, 4, 4, 6, 6, 6]"
0.0,4,"[1.45973821794933, -0.0896872981840854, 1.1265028570772502, 1.160912477799351, 0.3260895626662587, 0.1944542199104695]","[6, 2, 3, 4]","[1, 2, 5, 5, 5, 4, 4, 4, 3, 3, 6, 6, 6]"
0.2,4,"[-1.4321847748336798, 0.43704030261664134, 0.36609374758871466, -0.3981975802906101, 1.5862490290400113, 0.9019993681790193]","[5, 2, 6, 3]","[6, 5, 3, 3, 2, 1, 1, 4, 4, 4]"
0.4,4,"[-1.235136282295958, 2.58490607852829, 2.8403943027754845, 0.38780898195434965, 0.3642854367173765, 0.7193103604029167]","[2, 3, 6, 5]","[4, 2, 1, 5, 3, 3, 6, 6, 6, 6, 6, 6, 6, 6, 4, 4, 4, 5, 5, 5, 5, 5, 5, 5, 5, 5, 3, 3, 2, 2, 2, 4, 4, 4, 4, 4, 4]"
0.6,4,"[1.0505841119444934, 0.9064749681176023, 1.3029142976699764, 0.9286674606674719, 1.182166723967602, 2.9535983033114053]","[3, 1, 2, 6]","[5, 4, 4, 4, 3, 2, 1, 1, 6, 6, 6, 3, 2, 2, 2, 2, 2, 2, 2, 1, 1]"
0.8,4,"[1.086194803527941, 1.5607578845391465, 1.7175533444501188, -0.7937489144618928, 2.3876178115002675, -0.663153463702693]","[3, 5, 1, 2]","[5, 3, 6, 2, 1, 4, 4, 4, 4, 4]"
1.0,4,"[-0.715494389194959, 0.25183492492379866, 2.402255401306988, -0.8910779743480153, 0.4919032259657168, 1.0485300716488746]","[6, 2, 3, 1]","[4, 4, 6, 1, 1, 5, 3, 3, 2, 2, 2, 2, 6, 6, 5, 5, 5, 5, 5]"
1.2,4,"[0.5189511869625079, 1.6832391962372975, 1.5161098032437295, 0.16246600047187587, 1.4834535529195347, 1.8302793669045592]","[2, 5, 4, 6]","[3, 3, 1, 1, 1, 5, 4, 4, 4, 4, 4, 6, 6, 2, 2, 2, 2]"
1.4,4,"[0.12108781543204117, 1.5851656566254009, 0.3613623342812087, -0.5475996880268872, 1.0550963603546188, 1.8754978802641251]","[3, 1, 2, 6]","[4, 6, 6, 2, 1, 1, 1, 3, 5, 5, 5, 5, 5, 2, 2, 2, 6, 6, 6, 6, 3, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
1.6,4,"[2.7429240677310793, 0.2796853778539179, 2.763723936549744, 2.2839456164743437, 0.5770567928497281, 2.48364657228577]","[3, 1, 6, 4]","[2, 3, 1, 4, 4, 4, 6, 2, 2, 2, 2, 2, 2, 2, 3, 3, 1, 1, 1, 1, 6, 4, 4]"
1.8,4,"[2.9398873583311436, 2.617687956377766, 0.3873968944507151, 1.5924166307844352, 2.272653964696565, 3.7269730244546064]","[5, 6, 1, 4]","[4, 2, 1, 1, 3, 3, 6, 6, 5, 5, 5]"
2.0,4,"[1.5626055867214128, 2.0276712013735807, 1.797193128345352, 1.9574628909064058, 3.481954748158407, 3.0199175203699324]","[6, 1, 5, 4]","[3, 2, 1, 4, 5, 5, 5, 6, 2, 2, 2, 2, 2, 1, 1, 1, 4, 4, 5, 5, 5, 5, 6, 1, 1]"
0.0,5,"[0.4846439731106102, 0.40600788704332724, 1.5756788003456967, 0.1970902367719486, -0.8520723240664567, -0.5366723365260846]","[1, 3, 2, 4]","[4, 1, 1, 1, 5, 5, 6, 6, 6]"
0.2,5,"[-0.39647648369052685, 0.7180129588569579, -0.009211977557635725, 0.9965996695369479, 0.8183532043874338, -1.0350604211405938]","[4, 5, 6, 3]","[2, 4, 5, 1, 1, 1, 1, 1]"
0.4,5,"[-0.1894020342897773, 0.2809407496816694, -0.5645024820348058, -1.3566032659519487, 0.4960450810158587, 0.12953923790837962]","[3, 6, 5, 2]","[2, 2, 3, 4, 1, 1, 1, 4, 4]"
0.6,5,"[1.0996887053592859, 1.213968582183153, -0.6074882036145052, 0.5162444925438011, 2.8205719399930436, 1.2358953492961726]","[5, 6, 1, 4]","[3, 4, 4, 4, 2, 2, 2, 6, 1, 5, 5, 5, 5, 3, 3, 3, 3]"
0.8,5,"[0.5814789603742586, 2.0832347651632075, 0.5700573559875108, -1.7599675159953343, 1.4171810774951088, -0.2431109064786745]","[6, 5, 2, 1]","[4, 3, 2, 2, 1, 1, 1, 1, 1, 1, 5, 5, 5, 6, 4, 4]"
1.0,5,"[-0.4027183520831976, 0.38184501855473285, 1.3575940227762593, 0.8883311553540201, 3.0038746833761594, 2.4732102661776185]","[6, 2, 5, 3]","[4, 5, 5, 2, 2, 2, 2, 2, 3, 3, 3, 6, 6, 1, 1]"
1.2,5,"[2.999855865511524, 0.7129574336785824, 0.9381698796861726, 2.3278369002428403, 1.5665688668934046, 0.43360266414779935]","[4, 3, 1, 2]","[2, 2, 2, 5, 5, 5, 5, 6, 4, 3, 3, 3, 3, 1, 1, 2, 2, 2, 2, 2, 3, 3]"
1.4,5,"[1.8054113165881283, 1.313481358672295, 2.6839507439143233, 3.165804934928585, 2.554802476049021, 0.9968585083585666]","[1, 2, 3, 4]","[2, 4, 6, 3, 1, 1, 5, 5, 5, 2, 2, 4, 4, 3, 3, 3, 1, 1, 1, 1, 1, 1, 1]"
1.6,5,"[1.9194616036576941, 2.255752733649998, 1.2225658305314058, 0.6369962715219208, 1.151459255635166, 1.6014064983169929]","[2, 6, 1, 3]","[5, 5, 5, 3, 1, 1, 4, 4, 2, 2, 6, 6, 6, 6, 6, 6, 6, 6, 6]"
1.8,5,"[2.7601324113236387, 1.9163989720979084, 1.0130544400249715, 1.7025934253756287, 1.4693164372844523, 3.972322642223859]","[6, 5, 2, 4]","[5, 3, 3, 3, 6, 4, 4, 4, 2, 2, 2, 6, 5, 5, 5, 5, 5, 5, 5]"
2.0,5,"[0.9470388496779476, 2.171025085062189, 2.3450993246798673, 1.8767744649880718, 1.5766641297114359, 2.5675539891067127]","[4, 6, 5, 3]","[4, 1, 1, 1, 5, 2, 2, 3, 3, 6, 6, 4, 4]"
0.0,6,"[0.8326468383788858, 0.8095416605238211, 0.40772731073543256, 0.7624826553924411, -0.6923275404352792, 1.108034963018102]","[3, 6, 4, 1]","[2, 4, 4, 1, 1, 1, 6, 3, 3, 5, 5, 5, 5, 5, 5, 2, 2, 2, 2, 2, 2, 2, 2, 2, 4, 4, 4, 4, 4]"
0.2,6,"[-1.0538371960607662, 0.5586279838341293, 0.5353353514249346, 0.1659256503453329, 1.0654432813318666, -0.5389339981111017]","[3, 5, 6, 4]","[3, 5, 6, 2, 1, 1, 1, 1, 1, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]"
0.4,6,"[1.415698286470226, 1.7150839301682046, 1.979699837078352, 0.3355790535129679, 0.5189972477941561, -0.15827844931848756]","[1, 2, 4, 5]","[2, 2, 3, 6, 6, 6, 5, 5, 5, 5, 5, 4, 4, 4, 4, 1]"
0.6,6,"[0.8265987324318617, 0.31060199351642176, 1.857965068971633, 0.7882359241828399, 0.6929875619676638, 0.1392725989117154]","[3, 2, 4, 1]","[5, 1, 1, 1, 1, 4, 4, 4, 3, 3, 2, 2, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 3, 3, 4, 4, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2]"
0.8,6,"[1.0833177473006144, 0.5178901489575507, 0.9605328283181916, 1.130521673085009, 2.398856999498139, 1.4620799739676822]","[3, 2, 5, 4]","[1, 4, 4, 2, 5, 5, 6, 6, 6, 6, 3]"
1.0,6,"[1.368545116676958, 0.49353810158900047, 0.7532520935644478, 0.0023932490974798437, 2.2793850543405734, 1.269787722837858]","[1, 6, 3, 5]","[5, 6, 4, 2, 2, 3, 1, 1, 1]"
1.2,6,"[1.0081136724133648, 1.3891066383225787, 1.6882369546975164, 0.2275940224571784, 0.0010366520108340271, 0.5720795262310387]","[4, 2, 3, 1]","[2, 4, 4, 1, 1, 3, 3, 6, 5, 5, 6, 6, 6, 6, 6, 6, 6, 6, 6, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
1.4,6,"[0.9601908129231034, 1.6732557861956106, 1.1550352089403395, 1.094078191791643, 1.621445996011395, 0.685441772516556]","[3, 5, 2, 4]","[5, 6, 6, 2, 2, 2, 4, 4, 4, 1, 1, 3, 3, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 4, 4, 2, 2, 2, 2, 3, 3, 3, 3, 3]"
1.6,6,"[3.1080632807376336, 3.1322172263125942, 0.6661506598307095, 1.6776723152528261, 0.1570712695954426, 3.3883863323051404]","[2, 1, 6, 4]","[6, 6, 6, 2, 1, 3, 3, 5, 5, 5, 5]"
1.8,6,"[2.084874818597382, 1.4457510732309344, 0.8269943563044145, -0.03413643811025957, 2.140752036980125, 1.3860615150572237]","[5, 2, 6, 3]","[1, 6, 3, 3, 3, 3, 3, 3, 3, 5, 4, 2, 2, 2, 2, 2, 2, 5, 5, 4, 4, 4, 4]"
2.0,6,"[0.20127294420552566, -0.3299101326314462, 1.152951383584605, 1.485999554120487, 2.1838569984133667, 1.1391563946899312]","[1, 5, 4, 3]","[6, 6, 6, 6, 4, 2, 3, 3, 3, 3, 1, 5, 5, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 6]"
0.0,7,"[1.2380114219180434, -0.001108581372134962, -0.9917827740533832, -0.8661845075989028, 1.2994878764340798, 1.3106828316565735]","[2, 5, 6, 1]","[3, 6, 6, 5, 5, 1, 1, 1, 1, 1, 1, 2, 4, 4]"
0.2,7,"[0.29117042827169776, 1.3750651422890676, 1.9771730503889862, 0.5936784725764265, -0.6556751760573758, 0.9009863651969827]","[3, 2, 4, 6]","[4, 4, 2, 3, 6, 6, 5, 1, 1, 1, 2, 2, 4, 4, 6, 3, 3, 3]"
0.4,7,"[-0.3977643247120456, -0.2611728973641334, 0.8101360553033728, 0.7422949255427198, -1.897650603982072, 0.13393143854530637]","[5, 3, 4, 2]","[3, 3, 3, 1, 1, 5, 2, 2, 2, 2, 4, 4, 4, 4, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 6, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 2]"
0.6,7,"[-1.6294626174222322, 0.4147587326381633, -0.0883833695575138, -0.7735396228958297, 1.4486127135927336, 1.297742262704018]","[1, 4, 2, 6]","[5, 4, 2, 1, 3, 3, 3, 3, 3, 3, 3]"
0.8,7,"[1.4200609298159752, -0.6878896877888432, 0.9797622361819335, 0.959923195402758, -0.8836770518384314, 2.253261992198056]","[6, 3, 4, 1]","[2, 3, 3, 5, 5, 1, 1, 6, 4, 4, 4, 1, 1, 1, 1, 1, 6, 6]"
1.0,7,"[2.1218675318279843, 0.25630430549727, 2.2504372906724375, 2.3390581110771445, 1.2417477293211583, 1.1496646404153532]","[4, 5, 3, 1]","[4, 4, 1, 1, 5, 5, 3, 2, 2, 2, 6, 6, 6, 6, 6, 6, 1, 1, 1, 1, 5, 5, 5, 5, 3, 4, 4, 4, 4]"
1.2,7,"[1.3671463427237778, -0.1270518836719403, 1.8253252045653885, 2.617994052886753, 0.9938433368316465, 1.7545522251614418]","[3, 6, 4, 5]","[3, 5, 1, 4, 4, 6, 6, 2, 2, 2, 2, 2, 2, 2, 1, 1, 1, 4, 4, 4]"
1.4,7,"[0.5864563104027442, 0.9723286858038628, 1.4214394939704154, 0.6081369279884915, -0.14621018928593554, 3.081855430891384]","[6, 1, 3, 2]","[4, 4, 4, 1, 6, 2, 2, 2, 3, 3, 3, 3, 3, 3, 5, 5, 5, 5, 5, 5, 5, 5, 5, 5, 1, 1, 1]"
1.6,7,"[1.7521066244238268, 1.9107741315452418, 3.3002011863410727, 1.357736582301505, 2.4527315474438818, 2.9505679959489752]","[5, 2, 6, 3]","[3, 5, 1, 1, 1, 2, 6, 3, 3, 3, 5, 5, 5, 5]"
1.8,7,"[0.6873931058695215, 0.862704754663807, 1.5134155287749578, 2.688782248799459, 1.0160908035803975, 0.44439094126836975]","[3, 4, 1, 5]","[5, 5, 4, 2, 6, 6, 6, 6, 6, 3, 3, 3, 3, 3, 3, 3, 2, 2, 2, 2, 2, 2, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1]"
2.0,7,"[2.450497684028162, 1.923839188652866, 1.8381013205730488, 3.1505556426763617, 0.9075563207668664, 1.518481710426351]","[1, 3, 2, 4]","[3, 2, 1, 4, 4, 5, 5, 5, 5, 3, 2, 2, 2, 2, 2, 1, 4, 4, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3, 3]"
0.0,8,"[0.9484043671062595, 1.6561279632111034, 1.427042234711459, -0.6729559606708632, 0.19067379342193808, -0.24787709649380457]","[1, 5, 3, 2]","[1, 5, 5, 3, 3, 2, 2, 6, 6, 4, 4, 4, 4, 6, 6, 6]"
0.2,8,"[-1.0526295785570343, -0.9038147078048955, -0.06401780844530497, 0.2900003773810226, 2.3593078071507056, 0.2947335165551518]","[3, 5, 1, 4]","[4, 3, 6, 2, 2, 2, 2, 2, 2]"
0.4,8,"[-0.2134017187082552, 0.4415136419398452, 1.4692186560132168, 1.3216674690483936, -0.2674609067099253, 0.01968635814994929]","[4, 2, 3, 1]","[5, 5, 6, 2, 1, 1, 1, 1, 1, 3, 3, 3, 4, 4, 6, 6, 6]"
0.6,8,"[0.6385723335365309, 1.1884448568821178, -0.5097787671164346, 1.0165823961946603, 0.32950321005535566, -1.1103488640072143]","[4, 1, 5, 2]","[2, 6, 1, 5, 5, 4, 4, 3, 3, 3, 3, 3]"
0.8,8,"[-0.1440736084808607, -1.2833496458508187, 2.8924466848316372, 0.16652121309716073, 0.48781131732362093, -1.0911260739925228]","[3, 6, 1, 5]","[2, 4, 1, 6, 5, 5, 5, 5, 3, 2, 2, 2, 2, 2]"
1.0,8,"[0.7671142767527449, -0.5256545090403979, 1.394445945230327, 0.577367255183735, 1.2900295896720044, 1.964973858085541]","[5, 3, 6, 4]","[3, 6, 4, 2, 2, 2, 2, 2, 5, 5]"
1.2,8,"[0.3647911152568867, 1.2121872062920005, 0.3903347681492383, 1.277558773552446, 0.7064929823567778, 2.1285731402031387]","[6, 2, 4, 1]","[4, 6, 1, 1, 1, 3, 3, 3, 2, 5, 5, 5, 5, 5, 5, 5, 6, 6, 6, 6]"
1.4,8,"[0.1541228552952154, 3.007134555818801, -0.5497982148603084, 2.1468531057583835, 1.0504959737136708, 1.3656773264699205]","[4, 2, 5, 6]","[2, 5, 5, 3, 3, 6, 6, 4, 4, 4, 4]"
1.6,8,"[0.07602561469496649, 0.9830607878982459, 0.019474168187489926, 0.8277164977865358, 1.3558253190374068, 3.0421986481191947]","[3, 2, 6, 5]","[3, 3, 3, 1, 2, 6, 5, 5, 4, 4, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 3, 3]"
1.8,8,"[1.7729526298442486, 2.4113264281096933, 1.074350907652319, 1.2483821880195185, 1.212367916385551, 2.5127258566247135]","[2, 6, 5, 1]","[1, 1, 3, 6, 4, 4, 4, 2, 5, 6, 6, 6]"
2.0,8,"[3.067601343535781, 0.4874291234183632, 1.1660781983427155, 1.78325592977285, 1.8167030751801054, 2.2935376586271428]","[6, 1, 2, 3]","[4, 4, 3, 2, 1, 6, 6, 6]"
0.0,9,"[-1.3521024451030275, -1.0112567741227403, -0.021259030750101698, 0.8806615788165856, -0.5110174360342447, 0.20409744762119125]","[6, 4, 3, 5]","[2, 3, 3, 4, 1, 1, 6, 6, 6, 6, 6, 6, 5, 5, 5, 5, 5, 5, 5, 5, 2]"
0.2,9,"[0.22128587299052357, 0.5335676816712727, 0.2573695994984987, -0.03293800592196092, 0.26164716029525775, 1.58761311237308]","[6, 2, 1, 4]","[5, 3, 3, 4, 6, 1, 2, 2, 2]"
0.4,9,"[1.3628450321615697, 1.237952261472763, -0.5993040208145904, -0.7364322957717179, 0.1327593610003237, 0.2944668598926522]","[1, 2, 3, 6]","[5, 2, 6, 6, 6, 1, 1, 3, 3, 4, 4, 4]"
0.6,9,"[-0.42732095104748435, 1.1562463541748071, -1.9996742787783899, 0.9562886850256616, 0.005702255470303008, 1.0102831017312932]","[4, 6, 3, 2]","[5, 6, 6, 2, 3, 3, 4, 4, 4, 1, 1, 1, 1, 1, 1, 1, 1]"
0.8,9,"[1.2864668454128663, 1.8953081536402636, 0.9404258280933661, 0.9446048685756482, 2.0476481401486115, 1.2548184966130818]","[3, 1, 5, 2]","[5, 2, 4, 4, 4, 4, 6, 1, 1, 3, 3, 2, 1, 1, 1, 1, 1, 1]"
1.0,9,"[1.0294866612739888, 1.3114443257085042, -0.26973163283793933, -0.12694491166363142, 1.6650823951459728, 0.443119281125677]","[5, 4, 2, 1]","[5, 4, 3, 3, 3, 3, 3, 6, 2, 2, 2, 2, 4, 4, 4, 4, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
1.2,9,"[0.9603269249249292, 4.397256635243931, 1.4066169864548093, 1.7269448960766538, 1.0782996755361938, 1.1490669274748933]","[2, 3, 4, 1]","[6, 6, 4, 3, 1, 2, 3, 3, 3, 3, 3]"
1.4,9,"[1.071863907491251, 2.7833704889539135, 1.102552588189658, 1.4554025844400216, 1.1807403039946904, 1.6420839883156566]","[3, 5, 1, 2]","[3, 4, 4, 4, 1, 1, 1, 6, 2, 5, 5, 5, 1, 1, 3, 3]"
1.6,9,"[2.373191544282, 1.6155836329764521, 1.9763447480574055, 1.805684465210644, 2.0307185110254538, -1.277276581130696]","[5, 6, 4, 2]","[3, 3, 1, 1, 4, 4, 2, 2, 2, 6, 5, 5, 1, 1, 1, 1]"
1.8,9,"[1.0384949363019738, 2.021326070228236, 0.6627791061009427, 1.2280890562065117, 2.267006612440034, 2.2430052562050182]","[1, 5, 2, 4]","[5, 4, 1, 1, 2, 2, 2, 2]"
2.0,9,"[1.0202503513161654, 2.171809535348429, 2.0644571538639407, 1.6332318732246411, 2.5428386593117196, 1.413975486035366]","[5, 6, 4, 3]","[5, 5, 3, 2, 4, 4, 6, 1, 1, 1]"
0.0,10,"[-1.0195025012529306, -0.2322744437644684, 0.6687081277097245, 0.5723353574353421, -0.4403243207164983, 0.3934565195503602]","[6, 4, 2, 3]","[5, 3, 3, 3, 4, 2, 1, 6, 6, 6, 6, 5, 5, 5, 5, 5, 5, 5, 5, 5]"
